epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2450.93,0.66915,0.59915,0.85585,0.94011,0.99275,0.995,0.77475,0.92221,0.58136,0.90441,0.000405546,0.000405546,0.000405546
43,2509.92,0.72825,0.58949,0.897,0.96951,0.99071,0.99302,0.7256,1.05999,0.5926,0.94261,0.000401877,0.000401877,0.000401877
44,2570.7,0.78712,0.59176,0.90076,0.96671,0.99272,0.99302,0.82117,0.7348,0.52206,0.86434,0.000398207,0.000398207,0.000398207
45,2627.41,0.68208,0.56834,0.85896,0.97216,0.99584,0.99302,0.86138,0.60742,0.49489,0.83935,0.000394538,0.000394538,0.000394538
46,2683.6,0.66492,0.56659,0.8531,0.97362,0.99436,0.99405,0.8631,0.62003,0.49084,0.84067,0.000390868,0.000390868,0.000390868
47,2741.02,0.66125,0.54485,0.85901,0.97347,0.99729,0.99405,0.83943,0.67269,0.47588,0.85292,0.000387198,0.000387198,0.000387198
48,2797.75,0.6488,0.49957,0.85962,0.98201,0.99939,0.995,0.81033,0.77125,0.47926,0.86338,0.000383529,0.000383529,0.000383529
49,2856.16,0.6829,0.5419,0.86337,0.9755,0.99762,0.99302,0.84885,0.65845,0.46288,0.84248,0.000379859,0.000379859,0.000379859
50,2909.29,0.64344,0.51769,0.86411,0.97401,0.99458,0.995,0.86181,0.628,0.46226,0.83963,0.00037619,0.00037619,0.00037619
51,2961.11,0.6358,0.53383,0.85533,0.973,1,0.995,0.85558,0.65986,0.46219,0.84685,0.00037252,0.00037252,0.00037252
52,3012.78,0.60639,0.4828,0.86809,0.97584,0.99253,0.99405,0.84394,0.69554,0.4574,0.85522,0.00036885,0.00036885,0.00036885
53,3064.46,0.61294,0.48502,0.84622,0.9675,0.98951,0.995,0.86027,0.62693,0.44562,0.84164,0.000365181,0.000365181,0.000365181
54,3118.21,0.59195,0.50053,0.83738,0.98236,0.98363,0.995,0.87169,0.59807,0.44415,0.83622,0.000361511,0.000361511,0.000361511
55,3174.03,0.59971,0.50347,0.84412,0.97879,0.99534,0.99405,0.86494,0.59475,0.43805,0.83626,0.000357842,0.000357842,0.000357842
56,3229.59,0.61717,0.48702,0.85114,0.97146,0.99173,0.99302,0.8602,0.58642,0.43944,0.83407,0.000354172,0.000354172,0.000354172
57,3285.48,0.61335,0.50942,0.85138,0.96719,0.99222,0.99302,0.86099,0.59778,0.44202,0.8367,0.000350502,0.000350502,0.000350502
58,3341.06,0.55446,0.46562,0.82563,0.97781,0.99709,0.99405,0.87144,0.57234,0.42845,0.83553,0.000346833,0.000346833,0.000346833
59,3396.51,0.57657,0.48154,0.83484,0.97692,0.99422,0.995,0.88491,0.52555,0.41405,0.83038,0.000343163,0.000343163,0.000343163
60,3452.15,0.58048,0.4652,0.85136,0.98236,0.99915,0.995,0.86163,0.60027,0.429,0.84082,0.000339494,0.000339494,0.000339494
61,3507.61,0.60619,0.48822,0.85417,0.98782,0.99726,0.995,0.82884,0.71733,0.4451,0.85766,0.000335824,0.000335824,0.000335824
62,3563.03,0.60603,0.47818,0.84416,0.98797,0.98783,0.995,0.83667,0.69804,0.44261,0.85048,0.000332154,0.000332154,0.000332154
63,3618.83,0.64946,0.51676,0.88835,0.97694,0.9851,0.98921,0.85424,0.61359,0.44644,0.83565,0.000328485,0.000328485,0.000328485
64,3674.3,0.58413,0.44841,0.82261,0.97395,0.9785,0.9925,0.85269,0.6176,0.44242,0.83889,0.000324815,0.000324815,0.000324815
65,3729.91,0.58141,0.45506,0.84914,0.97176,0.9855,0.995,0.86727,0.59739,0.42326,0.84003,0.000321146,0.000321146,0.000321146
66,3784.71,0.56637,0.41843,0.84681,0.97658,0.98866,0.995,0.87736,0.56632,0.40751,0.83722,0.000317476,0.000317476,0.000317476
67,3838.17,0.57865,0.45371,0.84841,0.98269,0.9913,0.995,0.89399,0.52368,0.39586,0.82956,0.000313806,0.000313806,0.000313806
68,3891.59,0.53361,0.42506,0.81679,0.98183,0.99443,0.995,0.88045,0.5658,0.39767,0.83344,0.000310137,0.000310137,0.000310137
69,3945.35,0.56813,0.40096,0.84062,0.9831,0.99177,0.995,0.87524,0.56388,0.39605,0.83122,0.000306467,0.000306467,0.000306467
70,3998.78,0.60212,0.44736,0.85549,0.98196,0.99599,0.995,0.86417,0.61773,0.39831,0.83963,0.000302798,0.000302798,0.000302798
71,4052.27,0.58568,0.41788,0.87961,0.98389,0.99647,0.995,0.86021,0.60853,0.39487,0.83912,0.000299128,0.000299128,0.000299128
72,4105.74,0.56292,0.43433,0.83927,0.97833,0.99274,0.995,0.89352,0.49328,0.37077,0.82223,0.000295458,0.000295458,0.000295458
73,4159.21,0.59815,0.46254,0.85974,0.98028,0.99369,0.995,0.88265,0.54863,0.37996,0.83126,0.000291789,0.000291789,0.000291789
74,4212.55,0.55333,0.40861,0.82457,0.98251,0.99781,0.995,0.84533,0.64386,0.40135,0.84598,0.000288119,0.000288119,0.000288119
75,4266.07,0.57059,0.43106,0.83972,0.98427,0.99931,0.995,0.85211,0.65309,0.40117,0.84609,0.00028445,0.00028445,0.00028445
76,4319.61,0.51925,0.41941,0.8457,0.98296,1,0.995,0.88747,0.52637,0.3679,0.82714,0.00028078,0.00028078,0.00028078
77,4372.94,0.5499,0.43409,0.85068,0.98216,0.99765,0.995,0.88961,0.54809,0.37112,0.82981,0.00027711,0.00027711,0.00027711
78,4426.34,0.52629,0.40323,0.83438,0.98207,1,0.995,0.8775,0.59115,0.37596,0.83612,0.000273441,0.000273441,0.000273441
79,4479.7,0.55116,0.40036,0.84221,0.98231,1,0.995,0.86294,0.64549,0.39171,0.8435,0.000269771,0.000269771,0.000269771
80,4533.34,0.58455,0.39788,0.83875,0.98327,1,0.995,0.88679,0.58436,0.37653,0.83844,0.000266102,0.000266102,0.000266102
81,4586.7,0.54263,0.39603,0.83753,0.9764,1,0.995,0.90698,0.48408,0.35236,0.82345,0.000262432,0.000262432,0.000262432
82,4640.35,0.55779,0.42552,0.85266,0.96913,0.99679,0.995,0.91159,0.45097,0.34927,0.81834,0.000258762,0.000258762,0.000258762
83,4693.78,0.5621,0.41719,0.85237,0.96462,0.9954,0.995,0.90158,0.49212,0.35521,0.82466,0.000255093,0.000255093,0.000255093
84,4747.24,0.52677,0.39732,0.83819,0.97145,0.99452,0.995,0.87562,0.60875,0.37837,0.84163,0.000251423,0.000251423,0.000251423
85,4800.63,0.48942,0.37748,0.82365,0.98094,0.99573,0.995,0.87207,0.6257,0.37574,0.84173,0.000247754,0.000247754,0.000247754
86,4853.88,0.53478,0.38142,0.8412,0.98656,0.99933,0.995,0.88626,0.55288,0.36125,0.82934,0.000244084,0.000244084,0.000244084
87,4907.43,0.52234,0.38286,0.83532,0.9885,1,0.995,0.90593,0.46125,0.34387,0.81542,0.000240414,0.000240414,0.000240414
88,4961.29,0.52476,0.37589,0.84257,0.98916,1,0.995,0.92214,0.42283,0.32617,0.81151,0.000236745,0.000236745,0.000236745
89,5014.67,0.56945,0.41045,0.83181,0.99049,0.99853,0.995,0.89963,0.51399,0.33889,0.82276,0.000233075,0.000233075,0.000233075
90,5068.02,0.55302,0.40447,0.84375,0.99108,0.99865,0.995,0.88478,0.57282,0.34997,0.83181,0.000229406,0.000229406,0.000229406
91,5121.31,0.56,0.39949,0.85863,0.98992,1,0.995,0.88379,0.57171,0.35231,0.83303,0.000225736,0.000225736,0.000225736
92,5175.03,0.51002,0.38068,0.83003,0.99004,1,0.995,0.89407,0.52902,0.34137,0.82633,0.000222066,0.000222066,0.000222066
93,5228.6,0.4595,0.38995,0.82361,0.98911,1,0.995,0.90024,0.51685,0.33453,0.82421,0.000218397,0.000218397,0.000218397
94,5282.05,0.53389,0.38717,0.84923,0.98708,0.99599,0.995,0.88498,0.56393,0.34509,0.83028,0.000214727,0.000214727,0.000214727
95,5335.2,0.49902,0.36875,0.85224,0.98553,0.99404,0.995,0.87712,0.60237,0.34965,0.83528,0.000211058,0.000211058,0.000211058
96,5388.58,0.48572,0.34935,0.84751,0.98058,0.99449,0.995,0.86653,0.6494,0.35959,0.84636,0.000207388,0.000207388,0.000207388
97,5442.3,0.48557,0.37862,0.84764,0.97902,0.99493,0.995,0.8712,0.62611,0.35811,0.84502,0.000203718,0.000203718,0.000203718
98,5495.93,0.47756,0.36839,0.82709,0.97787,0.99953,0.995,0.87337,0.61331,0.35469,0.84365,0.000200049,0.000200049,0.000200049
99,5549.78,0.43972,0.34501,0.82802,0.97788,0.99408,0.995,0.87621,0.5904,0.35117,0.84045,0.000196379,0.000196379,0.000196379
100,5604.23,0.49083,0.35548,0.8312,0.98204,0.99616,0.995,0.87768,0.58833,0.34852,0.83825,0.00019271,0.00019271,0.00019271
101,5658.77,0.44884,0.33871,0.81493,0.98598,0.99918,0.995,0.87798,0.59259,0.3462,0.83798,0.00018904,0.00018904,0.00018904
102,5714.16,0.52092,0.3642,0.85338,0.98744,0.99869,0.995,0.87732,0.58837,0.34691,0.83645,0.00018537,0.00018537,0.00018537
103,5769.69,0.49236,0.35509,0.81702,0.98726,0.99874,0.995,0.87645,0.60327,0.34739,0.83825,0.000181701,0.000181701,0.000181701
104,5822.91,0.48564,0.3482,0.83214,0.98774,0.99846,0.995,0.88784,0.55488,0.33683,0.82888,0.000178031,0.000178031,0.000178031
105,5876.39,0.46212,0.36039,0.81604,0.98817,0.99839,0.995,0.89088,0.5387,0.33277,0.82543,0.000174362,0.000174362,0.000174362
106,5928.98,0.49439,0.36197,0.81728,0.98888,0.99854,0.995,0.89446,0.52634,0.33206,0.82355,0.000170692,0.000170692,0.000170692
107,5981.63,0.49471,0.35858,0.83014,0.98915,0.99878,0.995,0.89423,0.53508,0.33106,0.82555,0.000167022,0.000167022,0.000167022
108,6034.97,0.47208,0.36187,0.83079,0.98867,0.99972,0.995,0.88501,0.56753,0.33466,0.829,0.000163353,0.000163353,0.000163353
109,6091.92,0.46449,0.34613,0.81698,0.9878,1,0.995,0.88482,0.57054,0.33728,0.82919,0.000159683,0.000159683,0.000159683
110,6149.66,0.46508,0.34046,0.80797,0.98729,0.99938,0.995,0.89354,0.53279,0.33052,0.82287,0.000156014,0.000156014,0.000156014
111,6206.8,0.46218,0.33625,0.83032,0.98762,0.9999,0.995,0.90254,0.50099,0.3198,0.81776,0.000152344,0.000152344,0.000152344
112,6264.39,0.49073,0.35323,0.81995,0.98974,0.99954,0.995,0.89451,0.52858,0.32728,0.8208,0.000148674,0.000148674,0.000148674
113,6321.13,0.4559,0.34451,0.81299,0.99102,0.99995,0.995,0.87786,0.59017,0.33816,0.82935,0.000145005,0.000145005,0.000145005
114,6376.56,0.45516,0.32204,0.81651,0.99109,1,0.995,0.87668,0.5998,0.34007,0.83037,0.000141335,0.000141335,0.000141335
115,6428.68,0.48345,0.33032,0.80313,0.99105,1,0.995,0.8841,0.55319,0.33121,0.82335,0.000137666,0.000137666,0.000137666
116,6480.79,0.47284,0.34814,0.83432,0.98942,1,0.995,0.9262,0.3959,0.29528,0.80241,0.000133996,0.000133996,0.000133996
117,6531.96,0.49364,0.3423,0.81684,0.98763,0.99996,0.995,0.93409,0.3827,0.29059,0.80024,0.000130326,0.000130326,0.000130326
118,6583.92,0.51432,0.34391,0.83439,0.98627,0.9989,0.995,0.92864,0.39309,0.29336,0.80154,0.000126657,0.000126657,0.000126657
119,6635.49,0.48417,0.34625,0.83486,0.98558,0.998,0.995,0.92365,0.41585,0.29685,0.80465,0.000122987,0.000122987,0.000122987
120,6686.94,0.48641,0.35171,0.82046,0.98509,0.99733,0.995,0.90608,0.48057,0.30379,0.81409,0.000119318,0.000119318,0.000119318
121,6738.28,0.427,0.33478,0.82216,0.98539,0.99733,0.995,0.90231,0.49266,0.30532,0.81558,0.000115648,0.000115648,0.000115648
122,6789.81,0.46684,0.33491,0.82186,0.98526,0.99709,0.995,0.90486,0.47879,0.30637,0.81365,0.000111978,0.000111978,0.000111978
123,6841.57,0.46424,0.32796,0.8319,0.98482,0.99706,0.995,0.91549,0.45626,0.30616,0.81019,0.000108309,0.000108309,0.000108309
124,6893.49,0.4885,0.35322,0.8304,0.98579,0.99797,0.995,0.9336,0.40019,0.29472,0.80382,0.000104639,0.000104639,0.000104639
125,6949.77,0.44878,0.31372,0.8184,0.98654,0.99867,0.995,0.93357,0.39642,0.29028,0.80398,0.00010097,0.00010097,0.00010097
126,7006.31,0.48683,0.33315,0.82492,0.98759,0.99915,0.995,0.92093,0.41738,0.29282,0.80744,9.73e-05,9.73e-05,9.73e-05
127,7067.31,0.4671,0.33119,0.82992,0.98875,0.99992,0.995,0.90686,0.46396,0.30075,0.81463,9.36304e-05,9.36304e-05,9.36304e-05
128,7128.17,0.4285,0.31948,0.80602,0.99053,1,0.995,0.88717,0.55844,0.31643,0.82719,8.99608e-05,8.99608e-05,8.99608e-05
129,7188.05,0.4617,0.32383,0.81329,0.99072,1,0.995,0.88623,0.57272,0.31883,0.82844,8.62912e-05,8.62912e-05,8.62912e-05
130,7248.44,0.46095,0.32249,0.82644,0.99128,1,0.995,0.8945,0.55346,0.31313,0.82503,8.26216e-05,8.26216e-05,8.26216e-05
131,7308.33,0.44626,0.31948,0.81109,0.99175,1,0.995,0.89522,0.52904,0.30576,0.82139,7.8952e-05,7.8952e-05,7.8952e-05
132,7361.86,0.43244,0.30262,0.80571,0.99166,1,0.995,0.89839,0.50929,0.29867,0.81918,7.52824e-05,7.52824e-05,7.52824e-05
133,7415.6,0.41993,0.31451,0.8057,0.99134,1,0.995,0.89647,0.50747,0.29846,0.81903,7.16128e-05,7.16128e-05,7.16128e-05
134,7468.99,0.42846,0.30626,0.8114,0.99116,0.99996,0.995,0.90143,0.4945,0.29519,0.81734,6.79432e-05,6.79432e-05,6.79432e-05
135,7522.11,0.44254,0.37265,0.82053,0.99146,0.99959,0.995,0.90204,0.49478,0.29495,0.81756,6.42736e-05,6.42736e-05,6.42736e-05
136,7575.73,0.42787,0.31212,0.81057,0.99227,0.99885,0.995,0.89089,0.53575,0.30354,0.82342,6.0604e-05,6.0604e-05,6.0604e-05
137,7629.87,0.4077,0.28397,0.78531,0.99203,0.99878,0.995,0.88908,0.55252,0.30665,0.8258,5.69344e-05,5.69344e-05,5.69344e-05
138,7682.96,0.42932,0.32568,0.81026,0.99186,0.99878,0.995,0.88933,0.55745,0.30743,0.82629,5.32648e-05,5.32648e-05,5.32648e-05
139,7736.17,0.4025,0.30777,0.81311,0.99175,0.9988,0.995,0.8896,0.55647,0.30689,0.82547,4.95952e-05,4.95952e-05,4.95952e-05
140,7792.82,0.43272,0.31006,0.84062,0.99165,0.99892,0.995,0.89039,0.5375,0.30232,0.82136,4.59256e-05,4.59256e-05,4.59256e-05
141,7850.51,0.35559,0.26598,0.78946,0.99133,0.99931,0.995,0.89596,0.52336,0.29945,0.81928,4.2256e-05,4.2256e-05,4.2256e-05
142,7907.52,0.39398,0.28089,0.80453,0.99109,0.99974,0.995,0.89652,0.51176,0.29716,0.81769,3.85864e-05,3.85864e-05,3.85864e-05
143,7964.79,0.37528,0.27628,0.79889,0.99104,0.99991,0.995,0.8946,0.51286,0.29908,0.81844,3.49168e-05,3.49168e-05,3.49168e-05
144,8019.98,0.39099,0.27067,0.76454,0.99128,1,0.995,0.89914,0.50049,0.299,0.81827,3.12472e-05,3.12472e-05,3.12472e-05
145,8075.68,0.36289,0.28113,0.79845,0.99134,1,0.995,0.90041,0.48873,0.29633,0.81738,2.75776e-05,2.75776e-05,2.75776e-05
146,8132.14,0.35934,0.26996,0.79351,0.99134,1,0.995,0.90302,0.47753,0.29381,0.81636,2.3908e-05,2.3908e-05,2.3908e-05
147,8189.88,0.34594,0.27674,0.79198,0.99141,1,0.995,0.90568,0.46929,0.29213,0.8156,2.02384e-05,2.02384e-05,2.02384e-05
148,8246.95,0.36377,0.26884,0.79586,0.99143,1,0.995,0.90945,0.4586,0.29072,0.81471,1.65688e-05,1.65688e-05,1.65688e-05
149,8302.52,0.36002,0.27911,0.8136,0.99136,1,0.995,0.91009,0.45288,0.28951,0.81404,1.28992e-05,1.28992e-05,1.28992e-05
150,8363.86,0.36233,0.27604,0.78706,0.99138,1,0.995,0.90946,0.45404,0.28966,0.81427,9.2296e-06,9.2296e-06,9.2296e-06
