epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,2377.85,0.74383,0.64124,0.902,0.93701,0.98117,0.98552,0.74095,0.92941,0.70875,0.95223,0.000445912,0.000445912,0.000445912
32,2449.85,0.7577,0.60133,0.90141,0.96112,0.96617,0.98835,0.77191,0.83505,0.64708,0.92664,0.000442242,0.000442242,0.000442242
33,2522.73,0.66365,0.54414,0.89313,0.95773,0.96779,0.98919,0.77281,0.82046,0.63024,0.91941,0.000438573,0.000438573,0.000438573
34,2595.37,0.70238,0.59324,0.89688,0.95374,0.97641,0.99171,0.80994,0.70483,0.62372,0.88756,0.000434903,0.000434903,0.000434903
35,2667.76,0.6852,0.58293,0.92831,0.97451,0.98929,0.99333,0.81248,0.72153,0.57704,0.88581,0.000431234,0.000431234,0.000431234
36,2739.99,0.71567,0.57144,0.88161,0.97565,0.98802,0.99384,0.81831,0.65964,0.54988,0.8712,0.000427564,0.000427564,0.000427564
37,2813.78,0.69881,0.54789,0.89033,0.97391,0.99063,0.99384,0.82172,0.65766,0.53661,0.86565,0.000423894,0.000423894,0.000423894
38,2886.34,0.71691,0.57309,0.88961,0.96482,0.99342,0.99416,0.81122,0.72644,0.54007,0.88242,0.000420225,0.000420225,0.000420225
39,2959.27,0.68346,0.54962,0.90769,0.98013,0.97677,0.99453,0.82595,0.72321,0.50961,0.88751,0.000416555,0.000416555,0.000416555
40,3031.48,0.73712,0.64062,0.92392,0.97416,0.98278,0.9948,0.82257,0.68264,0.51845,0.8675,0.000412886,0.000412886,0.000412886
41,3103.73,0.78045,0.76372,0.94593,0.97713,0.9812,0.99405,0.81313,0.68189,0.49626,0.86557,0.000409216,0.000409216,0.000409216
42,3176.05,0.77959,0.57071,0.95859,0.97295,0.97582,0.99132,0.80293,0.70339,0.49147,0.86958,0.000405546,0.000405546,0.000405546
43,3248.6,0.74361,0.64525,0.8858,0.96812,0.96213,0.98718,0.79322,0.73635,0.51827,0.89137,0.000401877,0.000401877,0.000401877
44,3320.14,0.70786,0.55232,0.87101,0.97819,0.98041,0.99385,0.82245,0.71174,0.50433,0.88544,0.000398207,0.000398207,0.000398207
45,3388.96,0.73546,0.53609,0.89871,0.9749,0.98925,0.99385,0.82991,0.68897,0.49572,0.87619,0.000394538,0.000394538,0.000394538
46,3457.75,0.63135,0.50367,0.83966,0.97255,0.99052,0.99473,0.79408,0.78615,0.5041,0.90084,0.000390868,0.000390868,0.000390868
47,3525.56,0.62984,0.49525,0.8918,0.97712,0.99257,0.99442,0.84869,0.6192,0.47324,0.86293,0.000387198,0.000387198,0.000387198
48,3593.49,0.63903,0.51386,0.86255,0.98394,0.99009,0.99442,0.83601,0.64292,0.51177,0.8668,0.000383529,0.000383529,0.000383529
49,3660.62,0.65523,0.49402,0.90105,0.97969,0.9913,0.99473,0.77982,0.78593,0.55432,0.89856,0.000379859,0.000379859,0.000379859
50,3728.2,0.73058,0.56612,0.95133,0.96829,0.99131,0.9945,0.80237,0.7386,0.50165,0.87776,0.00037619,0.00037619,0.00037619
51,3795.44,0.73275,0.49457,0.94526,0.98464,0.98528,0.995,0.84437,0.60764,0.45702,0.85302,0.00037252,0.00037252,0.00037252
52,3862.25,0.60127,0.46434,0.88034,0.98467,0.97759,0.9941,0.77047,0.87369,0.56277,0.92807,0.00036885,0.00036885,0.00036885
53,3930.03,0.74657,0.53477,0.94274,0.98656,0.97924,0.9941,0.76987,0.88571,0.54129,0.92904,0.000365181,0.000365181,0.000365181
54,3997.49,0.73008,0.51088,0.88312,0.98553,0.98172,0.99473,0.83052,0.69851,0.47951,0.87057,0.000361511,0.000361511,0.000361511
55,4065.29,0.68516,0.69202,0.90319,0.98625,0.98639,0.995,0.83489,0.6965,0.48666,0.87002,0.000357842,0.000357842,0.000357842
56,4132.55,0.67683,0.50186,0.87449,0.97701,0.9863,0.995,0.77615,0.88513,0.57238,0.94311,0.000354172,0.000354172,0.000354172
57,4199.91,0.70143,0.50766,0.88114,0.97471,0.98872,0.995,0.80653,0.79259,0.53478,0.90893,0.000350502,0.000350502,0.000350502
58,4268,0.67942,0.50946,0.87902,0.98222,0.99108,0.995,0.8808,0.53727,0.4075,0.83858,0.000346833,0.000346833,0.000346833
59,4335.93,0.77685,0.57137,0.90788,0.96872,0.99392,0.99435,0.85462,0.5744,0.40476,0.85651,0.000343163,0.000343163,0.000343163
60,4404.09,0.63231,0.47274,0.8636,0.97387,0.99459,0.9937,0.76658,0.83367,0.46411,0.93217,0.000339494,0.000339494,0.000339494
61,4471.35,0.69004,0.46853,0.90111,0.97941,0.99068,0.9937,0.77353,0.82683,0.476,0.92962,0.000335824,0.000335824,0.000335824
62,4538.12,0.63693,0.46121,0.90759,0.9768,0.98778,0.9937,0.86152,0.6275,0.42298,0.85993,0.000332154,0.000332154,0.000332154
63,4606.27,0.58048,0.40373,0.84219,0.97177,0.99108,0.9937,0.85713,0.65403,0.43768,0.85774,0.000328485,0.000328485,0.000328485
64,4673.53,0.67087,0.4643,0.84961,0.97477,0.98506,0.99435,0.82375,0.71007,0.47245,0.86419,0.000324815,0.000324815,0.000324815
65,4741.78,0.60248,0.4047,0.87936,0.97471,0.98062,0.99435,0.82738,0.67585,0.44779,0.85657,0.000321146,0.000321146,0.000321146
66,4811.98,0.62375,0.45765,0.8796,0.96705,0.97749,0.9937,0.84422,0.61386,0.45873,0.8495,0.000317476,0.000317476,0.000317476
67,4881.92,0.59993,0.42702,0.91735,0.96344,0.98552,0.9937,0.84601,0.65444,0.48764,0.87385,0.000313806,0.000313806,0.000313806
68,4951.34,0.65155,0.49176,0.92406,0.97103,0.98621,0.99435,0.84321,0.68668,0.53352,0.88799,0.000310137,0.000310137,0.000310137
69,5022.52,0.59218,0.4113,0.89646,0.97784,0.98676,0.99435,0.83758,0.71245,0.52592,0.8877,0.000306467,0.000306467,0.000306467
70,5095.81,0.58988,0.41547,0.86156,0.99221,0.9808,0.99473,0.81739,0.76655,0.51726,0.88868,0.000302798,0.000302798,0.000302798
71,5168.43,0.60736,0.44607,0.91371,0.98808,0.97967,0.99473,0.85046,0.6518,0.48976,0.85997,0.000299128,0.000299128,0.000299128
72,5242.29,0.62889,0.41027,0.87344,0.98276,0.98592,0.99473,0.87534,0.6134,0.45327,0.85634,0.000295458,0.000295458,0.000295458
73,5312.77,0.56611,0.38675,0.8691,0.98255,0.98724,0.99473,0.87329,0.64039,0.45403,0.86458,0.000291789,0.000291789,0.000291789
74,5383.47,0.55673,0.40303,0.86151,0.98417,0.99477,0.99473,0.87403,0.63476,0.42367,0.86834,0.000288119,0.000288119,0.000288119
75,5455.96,0.54393,0.40302,0.8456,0.98972,0.99284,0.995,0.87262,0.6105,0.40166,0.85856,0.00028445,0.00028445,0.00028445
76,5530.43,0.54626,0.38551,0.86176,0.9881,0.98821,0.995,0.85052,0.67348,0.40891,0.88027,0.00028078,0.00028078,0.00028078
77,5604.31,0.62778,0.42894,0.85105,0.98646,0.99162,0.995,0.83592,0.73423,0.42555,0.9021,0.00027711,0.00027711,0.00027711
78,5678.16,0.59278,0.39448,0.87415,0.97463,0.99225,0.99375,0.85891,0.65517,0.42407,0.86719,0.000273441,0.000273441,0.000273441
79,5750.44,0.6403,0.41213,0.89422,0.96425,0.99169,0.99278,0.87335,0.57981,0.40744,0.83905,0.000269771,0.000269771,0.000269771
80,5821.69,0.65074,0.41435,0.86682,0.96305,0.98986,0.99251,0.85799,0.5957,0.38261,0.83932,0.000266102,0.000266102,0.000266102
81,5894.93,0.55074,0.38519,0.85333,0.96349,0.98799,0.99251,0.84905,0.6167,0.38415,0.84461,0.000262432,0.000262432,0.000262432
82,5967.47,0.53283,0.39359,0.88308,0.96537,0.98932,0.99348,0.82586,0.69963,0.40076,0.86957,0.000258762,0.000258762,0.000258762
83,6038.68,0.57359,0.37268,0.83574,0.97074,0.98718,0.99375,0.85324,0.62347,0.38952,0.85202,0.000255093,0.000255093,0.000255093
84,6111.56,0.60404,0.40791,0.86718,0.97219,0.98464,0.995,0.86852,0.58318,0.36956,0.83971,0.000251423,0.000251423,0.000251423
85,6182.59,0.57629,0.37962,0.84548,0.97211,0.98599,0.995,0.85311,0.63351,0.37231,0.85128,0.000247754,0.000247754,0.000247754
86,6250.84,0.61794,0.38491,0.87114,0.97355,0.98885,0.995,0.84958,0.64743,0.37308,0.85762,0.000244084,0.000244084,0.000244084
87,6319.16,0.59139,0.40069,0.85644,0.97427,0.99024,0.995,0.8784,0.54686,0.35909,0.82975,0.000240414,0.000240414,0.000240414
88,6387.41,0.61045,0.4179,0.88136,0.97912,0.98438,0.995,0.89263,0.50404,0.34444,0.82487,0.000236745,0.000236745,0.000236745
89,6457.31,0.52288,0.37395,0.86893,0.98017,0.98537,0.995,0.8855,0.52351,0.3456,0.82983,0.000233075,0.000233075,0.000233075
90,6529.84,0.52171,0.38582,0.83425,0.9826,0.9867,0.995,0.87791,0.555,0.34265,0.83562,0.000229406,0.000229406,0.000229406
91,6601.97,0.53248,0.38518,0.85794,0.98322,0.99397,0.995,0.88963,0.49454,0.32466,0.8212,0.000225736,0.000225736,0.000225736
92,6673.36,0.47915,0.34364,0.84375,0.99102,0.99137,0.995,0.89323,0.4988,0.31731,0.82241,0.000222066,0.000222066,0.000222066
93,6745.18,0.61503,0.41828,0.87535,0.99155,0.99121,0.995,0.88906,0.50788,0.31733,0.82495,0.000218397,0.000218397,0.000218397
94,6817.92,0.54142,0.3887,0.85933,0.99083,0.99054,0.995,0.87529,0.56718,0.34035,0.83893,0.000214727,0.000214727,0.000214727
95,6888.06,0.53388,0.35451,0.85446,0.98811,0.99339,0.995,0.87958,0.55017,0.36651,0.83837,0.000211058,0.000211058,0.000211058
96,6957.05,0.5888,0.36268,0.90783,0.98339,0.99821,0.995,0.90481,0.4875,0.35779,0.82659,0.000207388,0.000207388,0.000207388
97,7025.81,0.64576,0.59697,0.86403,0.98207,0.99462,0.995,0.8975,0.50747,0.36182,0.83187,0.000203718,0.000203718,0.000203718
98,7094.89,0.54554,0.35017,0.85579,0.98038,0.99495,0.995,0.87624,0.57629,0.36701,0.84948,0.000200049,0.000200049,0.000200049
99,7162.36,0.6027,0.37215,0.82894,0.98118,0.9955,0.995,0.87826,0.53741,0.35199,0.83935,0.000196379,0.000196379,0.000196379
100,7228.82,0.5392,0.36797,0.83709,0.98652,0.99618,0.995,0.90619,0.45449,0.3183,0.8218,0.00019271,0.00019271,0.00019271
101,7296.33,0.53848,0.35953,0.87027,0.99135,0.99038,0.995,0.90874,0.46391,0.31617,0.82356,0.00018904,0.00018904,0.00018904
102,7364.54,0.54665,0.37287,0.85514,0.98802,0.99221,0.995,0.88959,0.55198,0.33862,0.84993,0.00018537,0.00018537,0.00018537
103,7435.71,0.52357,0.35864,0.85243,0.98959,0.99338,0.995,0.88677,0.59941,0.35107,0.86289,0.000181701,0.000181701,0.000181701
104,7515.52,0.54051,0.3494,0.80477,0.9906,0.99354,0.995,0.9067,0.52945,0.33016,0.8389,0.000178031,0.000178031,0.000178031
105,7592.34,0.52182,0.33075,0.86522,0.98974,0.99426,0.995,0.91091,0.48159,0.31148,0.82549,0.000174362,0.000174362,0.000174362
106,7679.53,0.56429,0.35187,0.84159,0.98911,0.99446,0.995,0.91905,0.4619,0.31288,0.81976,0.000170692,0.000170692,0.000170692
107,7760.39,0.5471,0.34941,0.82315,0.99095,0.99368,0.995,0.90378,0.49503,0.32364,0.82503,0.000167022,0.000167022,0.000167022
108,7838.56,0.53118,0.34396,0.83838,0.98915,0.99371,0.995,0.8742,0.59764,0.34158,0.85139,0.000163353,0.000163353,0.000163353
109,7912.04,0.53062,0.36058,0.83693,0.98982,0.99313,0.995,0.8714,0.60767,0.34123,0.8558,0.000159683,0.000159683,0.000159683
110,7984.25,0.5053,0.3526,0.84893,0.99073,0.99521,0.995,0.89124,0.52823,0.32707,0.83479,0.000156014,0.000156014,0.000156014
111,8054.03,0.48261,0.33704,0.84694,0.99088,0.99682,0.995,0.92684,0.42822,0.31543,0.80908,0.000152344,0.000152344,0.000152344
112,8123.93,0.4916,0.32412,0.83604,0.98726,0.99433,0.995,0.92325,0.44614,0.32177,0.81268,0.000148674,0.000148674,0.000148674
113,8198.32,0.54567,0.37707,0.85254,0.98678,0.98784,0.995,0.91163,0.47504,0.32658,0.8214,0.000145005,0.000145005,0.000145005
114,8270.05,0.47427,0.34417,0.84149,0.97613,0.99302,0.995,0.88448,0.57086,0.3371,0.85038,0.000141335,0.000141335,0.000141335
115,8340.75,0.49724,0.35491,0.83865,0.97999,0.99126,0.995,0.8765,0.58429,0.33586,0.85817,0.000137666,0.000137666,0.000137666
116,8410.76,0.50417,0.33163,0.81148,0.98661,0.99181,0.995,0.90068,0.50465,0.31486,0.84166,0.000133996,0.000133996,0.000133996
117,8480.28,0.55715,0.48122,0.89287,0.98714,0.99379,0.995,0.90761,0.49013,0.31029,0.83997,0.000130326,0.000130326,0.000130326
118,8554,0.52533,0.35081,0.85372,0.98899,0.99408,0.995,0.90999,0.49556,0.31147,0.84323,0.000126657,0.000126657,0.000126657
119,8630.3,0.51146,0.51499,0.84321,0.99019,0.99412,0.995,0.88052,0.57705,0.32693,0.86351,0.000122987,0.000122987,0.000122987
120,8706.23,0.50418,0.33379,0.84161,0.98951,0.99453,0.995,0.86651,0.64379,0.33884,0.87957,0.000119318,0.000119318,0.000119318
121,8780.31,0.53103,0.36926,0.85676,0.98837,0.99509,0.995,0.87009,0.62827,0.33551,0.87623,0.000115648,0.000115648,0.000115648
122,8851.45,0.45641,0.33591,0.8554,0.98795,0.99923,0.995,0.89227,0.55023,0.31557,0.85382,0.000111978,0.000111978,0.000111978
123,8924.55,0.52588,0.34588,0.86294,0.98817,0.99739,0.995,0.91964,0.47342,0.299,0.83222,0.000108309,0.000108309,0.000108309
124,8995.65,0.46962,0.34487,0.85647,0.98947,0.99686,0.995,0.92446,0.45016,0.28973,0.82357,0.000104639,0.000104639,0.000104639
125,9065.91,0.56226,0.3658,0.85871,0.98971,0.99665,0.995,0.9202,0.4587,0.28684,0.82417,0.00010097,0.00010097,0.00010097
126,9136.79,0.52271,0.35361,0.83569,0.98883,0.99816,0.995,0.91234,0.47361,0.28686,0.82628,9.73e-05,9.73e-05,9.73e-05
127,9207.81,0.48084,0.34068,0.82847,0.98913,0.99869,0.995,0.91447,0.47139,0.28572,0.82561,9.36304e-05,9.36304e-05,9.36304e-05
128,9278.44,0.51278,0.32824,0.80669,0.99226,0.9987,0.995,0.92544,0.45782,0.28191,0.82102,8.99608e-05,8.99608e-05,8.99608e-05
129,9348.85,0.4461,0.311,0.85432,0.99259,0.99904,0.995,0.92517,0.45156,0.28018,0.81959,8.62912e-05,8.62912e-05,8.62912e-05
130,9421.26,0.41424,0.30099,0.81583,0.99225,0.99968,0.995,0.93467,0.42692,0.2746,0.81456,8.26216e-05,8.26216e-05,8.26216e-05
131,9492.18,0.54607,0.33714,0.92739,0.9915,0.99886,0.995,0.94235,0.41406,0.27096,0.81345,7.8952e-05,7.8952e-05,7.8952e-05
132,9562.81,0.47173,0.31925,0.81532,0.9913,0.99746,0.995,0.93251,0.43496,0.27186,0.81815,7.52824e-05,7.52824e-05,7.52824e-05
133,9637.87,0.47869,0.30818,0.80041,0.99102,0.99758,0.995,0.92043,0.46932,0.2762,0.82743,7.16128e-05,7.16128e-05,7.16128e-05
134,9711.99,0.55308,0.33235,0.86997,0.98949,0.9977,0.995,0.90103,0.53028,0.29346,0.84473,6.79432e-05,6.79432e-05,6.79432e-05
135,9786.61,0.47529,0.31411,0.83547,0.9889,0.99698,0.995,0.90237,0.53622,0.29728,0.84614,6.42736e-05,6.42736e-05,6.42736e-05
136,9860.16,0.52222,0.32024,0.83518,0.9892,0.99591,0.995,0.91486,0.49483,0.2906,0.83366,6.0604e-05,6.0604e-05,6.0604e-05
137,9933.69,0.46822,0.32821,0.84736,0.9892,0.9958,0.995,0.91846,0.48585,0.28937,0.83031,5.69344e-05,5.69344e-05,5.69344e-05
138,10007.3,0.51673,0.31395,0.85164,0.98933,0.9958,0.995,0.92291,0.46838,0.28546,0.82641,5.32648e-05,5.32648e-05,5.32648e-05
139,10081.7,0.49458,0.32429,0.82286,0.98998,0.99565,0.995,0.91734,0.46778,0.28477,0.82628,4.95952e-05,4.95952e-05,4.95952e-05
140,10155.7,0.52273,0.34364,0.8422,0.99012,0.99595,0.995,0.91605,0.47115,0.28701,0.82587,4.59256e-05,4.59256e-05,4.59256e-05
141,10228.7,0.4756,0.30772,0.86371,0.99047,0.99585,0.995,0.91534,0.47524,0.28883,0.82662,4.2256e-05,4.2256e-05,4.2256e-05
142,10302,0.37477,0.27069,0.79827,0.99124,0.99592,0.995,0.91371,0.48087,0.28954,0.82543,3.85864e-05,3.85864e-05,3.85864e-05
143,10376.6,0.43554,0.27331,0.81056,0.99177,0.99554,0.995,0.91111,0.49489,0.2926,0.82881,3.49168e-05,3.49168e-05,3.49168e-05
144,10451.8,0.3548,0.26023,0.80892,0.9914,0.99617,0.995,0.90253,0.5065,0.29497,0.83243,3.12472e-05,3.12472e-05,3.12472e-05
145,10522.1,0.4207,0.36359,0.82854,0.99122,0.99614,0.995,0.90035,0.50625,0.2948,0.83188,2.75776e-05,2.75776e-05,2.75776e-05
146,10590.9,0.38493,0.2854,0.8169,0.99055,0.99612,0.995,0.9086,0.48987,0.2946,0.82741,2.3908e-05,2.3908e-05,2.3908e-05
147,10660,0.38123,0.26033,0.82822,0.99069,0.99591,0.995,0.91565,0.46673,0.29218,0.82179,2.02384e-05,2.02384e-05,2.02384e-05
148,10729.7,0.36435,0.26665,0.82142,0.99068,0.99528,0.995,0.92299,0.43983,0.28641,0.81619,1.65688e-05,1.65688e-05,1.65688e-05
149,10800.5,0.38744,0.2622,0.79836,0.99051,0.99529,0.995,0.92299,0.43343,0.28585,0.81461,1.28992e-05,1.28992e-05,1.28992e-05
150,10870.9,0.39659,0.25759,0.79047,0.99022,0.99589,0.995,0.92746,0.42074,0.28433,0.8115,9.2296e-06,9.2296e-06,9.2296e-06
